Name,Surname,Country,Year,Category,Motivation,Institution,Other,
Marie,Bengtsson,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Volker,Jorger,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Peter,Witzgall,Sweden/Colombia/Germany/France/Switzerland,2018,Biology,"for demonstrating that wine experts can reliably identify, by smell, the presence of a single fly in a glass of wine.",,,
Paula,Romão,Portugal,2018,Chemistry,for measuring the degree to which human saliva is a good cleaning agent for dirty surfaces.,,,
Adília,Alarcão,Portugal,2018,Chemistry,for measuring the degree to which human saliva is a good cleaning agent for dirty surfaces.,,,
César,Viana,Portugal,2018,Chemistry,for measuring the degree to which human saliva is a good cleaning agent for dirty surfaces.,,,
Akira,Horiuchi,Japan,2018,Medical Education,for the medical report “Colonoscopy in the Sitting Position: Lessons Learned From Self-Colonoscopy.”,,,
Thea,Blackler,Australia/El Salvador/UK,2018,Literature,for documenting that most people who use complicated products do not read the instruction manual.,,,
Rafael,Gomez,Australia/El Salvador/UK,2018,Literature,for documenting that most people who use complicated products do not read the instruction manual.,,,
Vesna,Popovic,Australia/El Salvador/UK,2018,Literature,for documenting that most people who use complicated products do not read the instruction manual.,,,
M. Helen ,Thompson,Australia/El Salvador/UK,2018,Literature,for documenting that most people who use complicated products do not read the instruction manual.,,,
James,Cole,Zimbabwe/Tanzania/UK,2018,Nutrition,for calculating that the caloric intake from a human-cannibalism diet is significantly lower than the caloric intake from most other traditional meat diets.,,,
Francisco,Alonso,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
Cristina,Esteban,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
Andrea,Serge,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
Maria-Luisa,Ballestar,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
Jaime,Sanmartín,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
Constanza,Calatayud,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
Beatriz,Alamar,Spain/Colombia,2018,Peace,"for measuring the frequency, motivation, and effects of shouting and cursing while driving an automobile.",,,
John,Barry,US/Japan/Saudi Arabia/Egypt/India/Bangladesh,2018,Reproductive Medicine,for using postage stamps to test whether the male sexual organ is functioning properly—as described in their study “Nocturnal Penile Tumescence Monitoring With Stamps.”,,,
Bruce,Blank,US/Japan/Saudi Arabia/Egypt/India/Bangladesh,2018,Reproductive Medicine,for using postage stamps to test whether the male sexual organ is functioning properly—as described in their study “Nocturnal Penile Tumescence Monitoring With Stamps.”,,,
Michel,Boileau,US/Japan/Saudi Arabia/Egypt/India/Bangladesh,2018,Reproductive Medicine,for using postage stamps to test whether the male sexual organ is functioning properly—as described in their study “Nocturnal Penile Tumescence Monitoring With Stamps.”,,,
Lindie,Hanyu Liang,Canada/China/Singapore/US,2018,Economics,for investigating whether it is effective for employees to use Voodoo dolls to retaliate against abusive bosses.,,,
Douglas,Brown,Canada/China/Singapore/US,2018,Economics,for investigating whether it is effective for employees to use Voodoo dolls to retaliate against abusive bosses.,,,
Huiwen,Lian,Canada/China/Singapore/US,2018,Economics,for investigating whether it is effective for employees to use Voodoo dolls to retaliate against abusive bosses.,,,
Samuel,Hanig,Canada/China/Singapore/US,2018,Economics,for investigating whether it is effective for employees to use Voodoo dolls to retaliate against abusive bosses.,,,
D. Lance ,Ferris,Canada/China/Singapore/US,2018,Economics,for investigating whether it is effective for employees to use Voodoo dolls to retaliate against abusive bosses.,,,
Lisa,Keeping,Canada/China/Singapore/US,2018,Economics,for investigating whether it is effective for employees to use Voodoo dolls to retaliate against abusive bosses.,,,
Silvano,Gallus,Italy/Netherlands,2019,Medicine,"for collecting evidence that pizza might protect against illness and death, if the pizza is made and eaten in Italy.",,,
Karen,Pryor,US,2019,Medical Education,for using a simple animal-training technique— called “clicker training” —to train surgeons to perform orthopedic surgery.,,,
Theresa,McKeon,US,2019,Medical Education,for using a simple animal-training technique— called “clicker training” —to train surgeons to perform orthopedic surgery.,,,
Ling-Jun,Kong,Singapore/Austria/China/Germany/Australia/Poland/US/Bulgaria,2019,Biology,for discovering that dead magnetized cockroaches behave differently than living magnetized cockroaches.,,,
Herbert,Crepaz,Singapore/Austria/China/Germany/Australia/Poland/US/Bulgaria,2019,Biology,for discovering that dead magnetized cockroaches behave differently than living magnetized cockroaches.,,,
Agnieszka,Górecka,Singapore/Austria/China/Germany/Australia/Poland/US/Bulgaria,2019,Biology,for discovering that dead magnetized cockroaches behave differently than living magnetized cockroaches.,,,
Aleksandra,Urbanek,Singapore/Austria/China/Germany/Australia/Poland/US/Bulgaria,2019,Biology,for discovering that dead magnetized cockroaches behave differently than living magnetized cockroaches.,,,
Rainer,Dumke,Singapore/Austria/China/Germany/Australia/Poland/US/Bulgaria,2019,Biology,for discovering that dead magnetized cockroaches behave differently than living magnetized cockroaches.,,,
Tomasz,Paterek,Singapore/Austria/China/Germany/Australia/Poland/US/Bulgaria,2019,Biology,for discovering that dead magnetized cockroaches behave differently than living magnetized cockroaches.,,,
Roger,Mieusset,France,2019,Anatomy,for measuring scrotal temperature asymmetry in naked and clothed postmen in France.,,,
Bourras,Bengoudifa,France,2019,Anatomy,for measuring scrotal temperature asymmetry in naked and clothed postmen in France.,,,
Shigeru,Watanabe,Japan,2019,Chemistry,for estimating the total saliva volume produced per day by a typical five-year-old child,,,
Mineko,Ohnishi,Japan,2019,Chemistry,for estimating the total saliva volume produced per day by a typical five-year-old child,,,
Kaori,Imai,Japan,2019,Chemistry,for estimating the total saliva volume produced per day by a typical five-year-old child,,,
Eiji,Kawano,Japan,2019,Chemistry,for estimating the total saliva volume produced per day by a typical five-year-old child,,,
Seiji,Igarashi,Japan,2019,Chemistry,for estimating the total saliva volume produced per day by a typical five-year-old child,,,
Iman,Farahbakhsh,Iran,2019,Engineering ,for inventing a diaper-changing machine for use on human infants.,,,
Habip,Gedik,Turkey/Netherlands/Germany,2019,Economics,for testing which country’s paper money is best at transmitting dangerous bacteria.,,,
Timothy,A. Voss,Turkey/Netherlands/Germany,2019,Economics,for testing which country’s paper money is best at transmitting dangerous bacteria.,,,
Andreas,Voss,Turkey/Netherlands/Germany,2019,Economics,for testing which country’s paper money is best at transmitting dangerous bacteria.,,,
Ghada,A. bin Saif,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Alexandru,Papoiu,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Liliana,Banari,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Francis,McGlone,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Shawn ,G. Kwatra,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Yiong-Huak,Chan,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Gil,Yosipovitch,UK/Saudi Arabia/Singapore/US,2019,Peace,for trying to measure the pleasurability of scratching,,,
Fritz,Strack,Germany,2019,Psychology,"for discovering that holding a pen in one’s mouth makes one smile, which makes one happier — and for then discovering that it does not.",,,
Patricia,Yang,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
Alexander,Lee,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
Miles,Chan,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
Alynn,Martin,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
Ashley,Edwards,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
Scott,Carver,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
David,Hu,US/Taiwan/Australia/New Zealand/Sweden/UK,2019,Physics,"for studying how, and why, wombats make cube-shaped poo.",,,
Stephan,Reber,Austria/Sweden/Japan/US/Switzerland,2020,Acoustics,for inducing a female Chinese alligator to bellow in an airtight chamber filled with helium-enriched air.,,,
